StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q31,Q34,Q1,Q3,Q9,Q11,Q6,Q23,Q22,Q22_4_TEXT,Q24,Q7,Q7_4_TEXT,Q4,Q5,Q5_4_TEXT,Q36,Q38,Q40,Q41,Q42,Q44,Q45,Q46,Q47,Q48,Q52,Q53,Q54,Q55,rid,gender,ethnicity,education,region,age,hhi,hispanic,political_party,zip,Group
11/13/2018 21:58,11/13/2018 22:05,IP Address,88.152.116.227,100,414,TRUE,11/13/2018 22:05,R_Xvb8f8aJIC4rjNf,,,,,50.20730591,8.57749939,anonymous,EN,Currently living outside of the United States of America,Yes,31-40,Female,Master's degree,"$100,000 to $149,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN,Other",,Left leaning,Democrat,,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Almost Never,Sometimes,Almost Never,Almost Never,Fairly Often,Almost Never,Almost Never,Fairly Often,,,,,,35,,,,,Placebo
11/13/2018 22:42,11/13/2018 22:50,IP Address,76.126.185.93,100,431,TRUE,11/13/2018 22:50,R_21yMohFIWlgAWzt,,,,,37.65739441,-122.4235001,anonymous,EN,Currently living in the United States of America,,31-40,Female,Some college but no degree,"$100,000 to $149,999",Multiple times per day,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,"CNN,Other","BBC, Washington Post. I also read things that activists who are also people of color tend to share, as I find them more likely to share accurate info from various sources. ",Left leaning,Other,I'm further left than the Democrats (more Democratic Socialist) but I would rather vote for a Blueberry muffin than vote republican. ,Sometimes,Almost Never,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Sometimes,Sometimes,,,,,,35,,,,,Control
11/13/2018 23:14,11/13/2018 23:14,IP Address,82.81.90.82,100,16,TRUE,11/13/2018 23:14,R_1f1MTpcCsNkWF5C,,,,,32.06669617,34.76669312,anonymous,EN,Currently living outside of the United States of America,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/13/2018 23:14,11/13/2018 23:20,IP Address,69.181.45.199,100,362,TRUE,11/13/2018 23:20,R_1g0e46UqMuoaMsl,,,,,37.7592926,-122.4835968,anonymous,EN,Currently living in the United States of America,,51-60,Female,Bachelor's degree in college (4-year),"$150,000 or more",Daily,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Fox News,,Left leaning,Democrat,,Almost Never,Never,Almost Never,Very Often,Fairly Often,Very Often,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Fairly Often,Fairly Often,Sometimes,,,,,,55,,,,,Placebo
11/14/2018 0:23,11/14/2018 0:32,IP Address,104.8.4.138,100,535,TRUE,11/14/2018 0:32,R_3lQTq65MoKfqu6J,,,,,37.62469482,-122.4290009,anonymous,EN,Currently living in the United States of America,,31-40,Female,Bachelor's degree in college (4-year),"$40,000 to $49,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Fox News,CNN,Other",,Central,Democrat,,Almost Never,Never,Fairly Often,Very Often,Fairly Often,Very Often,Sometimes,Never,Very Often,Fairly Often,Almost Never,Very Often,Fairly Often,Almost Never,,,,,,35,,,,,Control
11/14/2018 1:20,11/14/2018 1:21,IP Address,93.213.18.239,100,12,TRUE,11/14/2018 1:21,R_2DY1mNV145tqZLO,,,,,50.1257019,8.641403198,anonymous,EN,Currently living outside of the United States of America,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/14/2018 3:19,11/14/2018 3:25,IP Address,96.241.219.156,100,342,TRUE,11/14/2018 3:25,R_20YdbMHj6QQPjfF,,,,,38.86740112,-77.64450073,anonymous,EN,Currently living in the United States of America,,31-40,Female,Master's degree,"$150,000 or more",Daily,Television broadcast,,,,"Fox News,CNN",,Central,Independent,,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Almost Never,Fairly Often,Very Often,Sometimes,Very Often,,,,,,35,,,,,Treatment
11/14/2018 5:10,11/14/2018 5:20,IP Address,207.181.216.176,100,589,TRUE,11/14/2018 5:20,R_1Lb73oqlTq8sMt2,,,,,41.89709473,-87.62229919,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$150,000 or more",Daily,Television broadcast,,,,Other,I love Morning Joe on MSNBC.,Central,Republican,,Sometimes,Almost Never,Almost Never,Very Often,Very Often,Very Often,Fairly Often,Never,Very Often,Very Often,Never,Very Often,Very Often,Never,,,,,,45,,,,,Control
11/14/2018 6:05,11/14/2018 6:15,IP Address,73.70.161.209,100,587,TRUE,11/14/2018 6:15,R_30qaxayj4Cm0CC0,,,,,37.75090027,-122.4152985,anonymous,EN,Currently living in the United States of America,,Older than 60,Female,Master's degree,"$150,000 or more",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,"Reuters,CNN,Other",,Left leaning,Democrat,,Sometimes,Sometimes,Fairly Often,Very Often,Very Often,Fairly Often,Sometimes,Almost Never,Fairly Often,Sometimes,Fairly Often,Very Often,Almost Never,Fairly Often,,,,,,65,,,,,Treatment
11/14/2018 6:42,11/14/2018 6:46,IP Address,144.29.129.12,100,265,TRUE,11/14/2018 6:46,R_3nc0jn0ZUHOrsrf,,,,,40.71040344,-74.21109772,anonymous,EN,Currently living in the United States of America,,21-30,Male,Bachelor's degree in college (4-year),"$90,000 to $99,999",Multiple times per day,"Online Media,Word of Mouth","Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN,Other",PBS,Central,Democrat,,Fairly Often,Very Often,Fairly Often,Very Often,Almost Never,Sometimes,Sometimes,Very Often,Fairly Often,Almost Never,Almost Never,Very Often,Fairly Often,Very Often,,,,,,25,,,,,Treatment
11/14/2018 7:47,11/14/2018 7:54,IP Address,144.15.255.227,100,423,TRUE,11/14/2018 7:54,R_2rjBHCK15ISW0aZ,,,,,45.01919556,-93.24009705,anonymous,EN,Currently living in the United States of America,,31-40,Female,Master's degree,"$100,000 to $149,999",Daily,"Online Media,Word of Mouth","Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Fox News,CNN",,Right leaning,Independent,,Sometimes,Almost Never,Sometimes,Very Often,Fairly Often,Fairly Often,Fairly Often,Never,Very Often,Almost Never,Sometimes,Fairly Often,Sometimes,Almost Never,,,,,,35,,,,,Treatment
11/14/2018 8:09,11/14/2018 8:14,IP Address,71.132.68.155,100,284,TRUE,11/14/2018 8:14,R_uswjjM04A8TSx8J,,,,,35.62150574,-97.47329712,anonymous,EN,Currently living in the United States of America,,31-40,Female,Bachelor's degree in college (4-year),"$40,000 to $49,999",Multiple times per day,"Television broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN",,Left leaning,Democrat,,Fairly Often,Sometimes,Very Often,Fairly Often,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Sometimes,Sometimes,,,,,,35,,,,,Treatment
11/14/2018 9:18,11/14/2018 9:20,IP Address,63.131.157.228,100,131,TRUE,11/14/2018 9:20,R_1HcOPjZQXS0bAMk,,,,,45.36450195,-75.79340363,anonymous,EN,Currently living in the United States of America,,21-30,Female,Bachelor's degree in college (4-year),"$100,000 to $149,999",Multiple times per day,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN",,Left leaning,Democrat,,Almost Never,Almost Never,Sometimes,Fairly Often,Fairly Often,Very Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Almost Never,Very Often,Fairly Often,Almost Never,,,,,,25,,,,,Control
11/14/2018 9:57,11/14/2018 9:57,IP Address,87.169.241.51,100,14,TRUE,11/14/2018 9:57,R_1K7HUfluKnoycnP,,,,,50.0901947,8.449295044,anonymous,EN,Currently living outside of the United States of America,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/14/2018 10:01,11/14/2018 10:04,IP Address,130.126.255.147,100,165,TRUE,11/14/2018 10:04,R_2PdOnsyTXzsL3VA,,,,,40.10949707,-88.20359802,anonymous,EN,Currently living in the United States of America,,0-20,Male,Some college but no degree,"Less than $10,000",Monthly,Online Media,"Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Other,Reddit,Left leaning,Democrat,,Sometimes,Fairly Often,Very Often,Never,Sometimes,Sometimes,Very Often,Almost Never,Almost Never,Almost Never,Fairly Often,Almost Never,Sometimes,Sometimes,,,,,,18,,,,,Placebo
11/14/2018 10:16,11/14/2018 10:19,IP Address,130.126.255.75,100,183,TRUE,11/14/2018 10:19,R_2Bnxl0479zJqnId,,,,,40.10949707,-88.20359802,anonymous,EN,Currently living in the United States of America,,21-30,Male,Some college but no degree,"Less than $10,000",Monthly,Online Media,"Through social media (Facebook, LinkedIn, etc.)",,Rarely,CNN,,Left leaning,Independent,,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Fairly Often,Sometimes,Fairly Often,,,,,,25,,,,,Control
11/14/2018 10:45,11/14/2018 10:47,IP Address,130.126.255.213,100,119,TRUE,11/14/2018 10:47,R_1r1yc5SR2hOAViM,,,,,40.10949707,-88.20359802,anonymous,EN,Currently living in the United States of America,,21-30,Male,Some college but no degree,"$80,000 to $89,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,CNN,,Left leaning,Independent,,Almost Never,Almost Never,Very Often,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,,,,25,,,,,Placebo
11/14/2018 10:54,11/14/2018 11:00,IP Address,109.40.129.124,100,361,TRUE,11/14/2018 11:00,R_1r0LkmISWrAJqJ1,,,,,50.11549377,8.659606934,anonymous,EN,Currently living outside of the United States of America,Yes,41-50,Male,Bachelor's degree in college (4-year),"$150,000 or more",Multiple times per day,"Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN",,Left leaning,Independent,,Very Often,Very Often,Very Often,Very Often,Sometimes,Almost Never,Almost Never,Very Often,Almost Never,Almost Never,Sometimes,Fairly Often,Almost Never,Very Often,,,,,,45,,,,,Treatment
11/14/2018 11:48,11/14/2018 11:53,IP Address,107.77.211.38,100,283,TRUE,11/14/2018 11:53,R_2zYjQKdlSP7a0iz,,,,,37.67399597,-122.0894012,anonymous,EN,Currently living in the United States of America,,21-30,Male,Master's degree,"$100,000 to $149,999",Daily,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN,Other",,Central,Independent,,Almost Never,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Fairly Often,,,,,,25,,,,,Treatment
11/14/2018 11:58,11/14/2018 12:02,IP Address,24.216.68.236,100,218,TRUE,11/14/2018 12:02,R_3fxa836obvWPmHG,,,,,38.64450073,-90.25440216,anonymous,EN,Currently living in the United States of America,,21-30,Male,Bachelor's degree in college (4-year),"$90,000 to $99,999",Weekly,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,CNN,,Left leaning,Democrat,,Sometimes,Never,Fairly Often,Very Often,Very Often,Very Often,Fairly Often,Very Often,Very Often,Sometimes,Sometimes,Very Often,Fairly Often,Very Often,,,,,,25,,,,,Placebo
11/14/2018 12:07,11/14/2018 12:15,IP Address,199.253.245.2,100,475,TRUE,11/14/2018 12:15,R_PFofxlbUGsqDhId,,,,,32.77870178,-96.82170105,anonymous,EN,Currently living in the United States of America,,21-30,Male,Bachelor's degree in college (4-year),"$40,000 to $49,999",Daily,Online Media,"Through social media (Facebook, LinkedIn, etc.)",,Always,CNN,,Left leaning,Democrat,,Never,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost Never,Sometimes,Sometimes,,,,,,25,,,,,Treatment
11/14/2018 12:24,11/14/2018 12:28,IP Address,130.126.255.198,100,208,TRUE,11/14/2018 12:28,R_08UySMKTFi2z1o5,,,,,40.10949707,-88.20359802,anonymous,EN,Currently living in the United States of America,,21-30,Male,High school graduate (high school diploma or equivalent including GED),"$150,000 or more",Daily,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,"Reuters,CNN",,Central,Democrat,,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Almost Never,Fairly Often,Sometimes,Fairly Often,,,,,,25,,,,,Placebo
11/14/2018 12:24,11/14/2018 12:28,IP Address,73.249.63.177,100,232,TRUE,11/14/2018 12:28,R_erF6C1OpRczCPuh,,,,,42.31260681,-71.1115036,anonymous,EN,Currently living in the United States of America,,21-30,Male,Bachelor's degree in college (4-year),"$30,000 to $39,999",Daily,"Television broadcast,Online Media,Word of Mouth","Through social media (Facebook, LinkedIn, etc.)",,Sometimes,CNN,,Left leaning,Democrat,,Sometimes,Almost Never,Sometimes,Fairly Often,Very Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Almost Never,Sometimes,Very Often,Very Often,Sometimes,,,,,,25,,,,,Placebo
11/14/2018 12:34,11/14/2018 12:37,IP Address,216.240.30.23,100,181,TRUE,11/14/2018 12:37,R_UtjaYPJC8MA8IzT,,,,,35.79559326,-78.7940979,anonymous,EN,Currently living in the United States of America,,21-30,Male,Some college but no degree,"$70,000 to $79,999",Daily,Online Media,"Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.)",,Sometimes,Other,None,Central,Democrat,,Almost Never,Almost Never,Never,Very Often,Very Often,Fairly Often,Very Often,Never,Fairly Often,Very Often,Never,Fairly Often,Fairly Often,Never,,,,,,25,,,,,Treatment
11/14/2018 12:29,11/14/2018 12:39,IP Address,109.91.33.228,100,636,TRUE,11/14/2018 12:39,R_2ASyg23OHq6Clcp,,,,,50.20730591,8.57749939,anonymous,EN,Currently living outside of the United States of America,Yes,41-50,Female,Bachelor's degree in college (4-year),"$150,000 or more",Multiple times per day,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,"Reuters,CNN",,Central,Other,Fiscally a Republican/socially more a Democrat/individual based,Almost Never,Almost Never,Sometimes,Fairly Often,Very Often,Very Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Never,,,,,,45,,,,,Placebo
11/14/2018 13:02,11/14/2018 13:06,IP Address,199.188.194.195,100,241,TRUE,11/14/2018 13:06,R_1cTaU01pFxmfR18,,,,,37.77250671,-122.4147034,anonymous,EN,Currently living in the United States of America,,31-40,Female,Bachelor's degree in college (4-year),"$150,000 or more",Daily,"Radio broadcast,Online Media,Word of Mouth","Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN,Other","NPR, New York Times, Washington Post",Left leaning,Democrat,,Sometimes,Sometimes,Almost Never,Fairly Often,Fairly Often,Fairly Often,Sometimes,Almost Never,Fairly Often,Sometimes,Fairly Often,Very Often,Sometimes,Sometimes,,,,,,35,,,,,Control
11/14/2018 13:06,11/14/2018 13:11,IP Address,12.191.207.164,100,276,TRUE,11/14/2018 13:11,R_2aEmoWf4nziMnx7,,,,,38.50149536,-90.46829987,anonymous,EN,Currently living in the United States of America,,21-30,Male,Bachelor's degree in college (4-year),"$60,000 to $69,999",Multiple times per day,"Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Other,"BBC, comedy Central",Central,Democrat,,Almost Never,Almost Never,Almost Never,Very Often,Very Often,Very Often,Sometimes,Never,Fairly Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Never,,,,,,25,,,,,Treatment
11/14/2018 13:30,11/14/2018 13:39,IP Address,208.54.80.244,100,543,TRUE,11/14/2018 13:39,R_2PmRqFFvpn1rVlJ,,,,,41.92019653,-87.75350189,anonymous,EN,Currently living in the United States of America,,31-40,Male,Bachelor's degree in college (4-year),"$100,000 to $149,999",Daily,"Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,"CNN,Other",Washington Post,Left leaning,Democrat,,Sometimes,Fairly Often,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Almost Never,Fairly Often,Sometimes,Almost Never,Fairly Often,Sometimes,Sometimes,,,,,,35,,,,,Placebo
11/14/2018 13:41,11/14/2018 13:42,IP Address,79.226.94.81,100,30,TRUE,11/14/2018 13:42,R_11gCysyv4MbuajI,,,,,50.22999573,8.613098145,anonymous,EN,Currently living outside of the United States of America,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/12/2018 6:29,11/12/2018 15:52,IP Address,198.135.124.86,8,33779,FALSE,11/14/2018 15:52,R_sF4b2FtjZlzs6Vb,,,,,,,anonymous,EN,Currently living in the United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/14/2018 16:54,11/14/2018 16:58,IP Address,72.50.203.103,100,225,TRUE,11/14/2018 16:58,R_UywENE9PHo6F2gx,,,,,44.96730042,-93.28279877,anonymous,EN,Currently living in the United States of America,,31-40,Female,Bachelor's degree in college (4-year),"$20,000 to $29,999",Multiple times per day,"Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Reuters,,Left leaning,Democrat,,Almost Never,Fairly Often,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost Never,Sometimes,Very Often,Sometimes,,,,,,35,,,,,Treatment
11/14/2018 17:20,11/14/2018 17:27,IP Address,67.81.250.16,100,410,TRUE,11/14/2018 17:27,R_3ijTZXzE5ZyXOoy,,,,,41.16920471,-73.26809692,anonymous,EN,Currently living in the United States of America,,41-50,Female,Bachelor's degree in college (4-year),"$150,000 or more",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN,Other",,Left leaning,Democrat,,Almost Never,Almost Never,Sometimes,Very Often,Very Often,Very Often,Fairly Often,Almost Never,Fairly Often,Very Often,Almost Never,Sometimes,Fairly Often,Almost Never,,,,,,45,,,,,Treatment
11/14/2018 17:39,11/14/2018 17:41,IP Address,73.168.198.31,100,137,TRUE,11/14/2018 17:41,R_2VQkhNMZMSlFpEF,,,,,41.94630432,-87.80609894,anonymous,EN,Currently living in the United States of America,,21-30,Male,Bachelor's degree in college (4-year),"$70,000 to $79,999",Multiple times per day,"Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,CNN,,Central,Democrat,,Fairly Often,Sometimes,Sometimes,Sometimes,Almost Never,Very Often,Sometimes,Fairly Often,Fairly Often,Sometimes,Almost Never,Very Often,Fairly Often,Sometimes,,,,,,25,,,,,Control
11/14/2018 17:41,11/14/2018 17:49,IP Address,73.170.252.8,100,445,TRUE,11/14/2018 17:49,R_O8oGvmrmduqgZIB,,,,,37.37640381,-122.0238037,anonymous,EN,Currently living in the United States of America,,21-30,Female,Master's degree,"$150,000 or more",Daily,Online Media,"Through an aggregator (Google News, The Skimm, etc.)",,Never,"Fox News,Reuters,CNN",,Left leaning,Democrat,,Fairly Often,Almost Never,Very Often,Very Often,Fairly Often,Very Often,Fairly Often,Never,Fairly Often,Sometimes,Sometimes,Very Often,Fairly Often,Almost Never,,,,,,25,,,,,Placebo
11/14/2018 17:56,11/14/2018 18:07,IP Address,206.126.221.36,100,683,TRUE,11/14/2018 18:07,R_2eXBCxUr9hSscOd,,,,,44.69920349,-88.45429993,anonymous,EN,Currently living in the United States of America,,Older than 60,Female,High school graduate (high school diploma or equivalent including GED),"$70,000 to $79,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,Fox News,,Central,Independent,,Fairly Often,Almost Never,Almost Never,Very Often,Fairly Often,Fairly Often,Fairly Often,Almost Never,Very Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Almost Never,,,,,,65,,,,,Treatment
11/14/2018 17:55,11/14/2018 18:12,IP Address,71.9.83.95,100,982,TRUE,11/14/2018 18:12,R_3iO37UfbrEaiW6v,,,,,34.05340576,-118.1271057,anonymous,EN,Currently living in the United States of America,,21-30,Male,Bachelor's degree in college (4-year),"$100,000 to $149,999",Monthly,Online Media,"Through social media (Facebook, LinkedIn, etc.)",,Always,CNN,,Central,Independent,,Almost Never,Almost Never,Almost Never,Fairly Often,Fairly Often,Fairly Often,Sometimes,Almost Never,Sometimes,Sometimes,Almost Never,Fairly Often,Fairly Often,Almost Never,,,,,,25,,,,,Control
11/14/2018 18:03,11/14/2018 18:16,IP Address,206.126.221.111,100,766,TRUE,11/14/2018 18:16,R_2ziEbw73f6Y5S7p,,,,,44.69920349,-88.45429993,anonymous,EN,Currently living in the United States of America,,31-40,Female,Bachelor's degree in college (4-year),"$40,000 to $49,999",Daily,"Television broadcast,Online Media","Through social media (Facebook, LinkedIn, etc.)",,Sometimes,CNN,,Left leaning,Democrat,,Almost Never,Fairly Often,Fairly Often,Very Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Very Often,Sometimes,Fairly Often,,,,,,35,,,,,Treatment
11/14/2018 18:14,11/14/2018 18:19,IP Address,76.14.189.18,100,295,TRUE,11/14/2018 18:19,R_2OGWXylZ2l8GaYN,,,,,37.65739441,-122.4235001,anonymous,EN,Currently living in the United States of America,,51-60,Female,Associate degree in college (2-year),"$90,000 to $99,999",Multiple times per day,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Other",,Sometimes,Other,international news ,Central,Other,,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Very Often,Sometimes,Almost Never,Fairly Often,Fairly Often,Sometimes,Fairly Often,Very Often,Sometimes,,,,,,55,,,,,Placebo
11/14/2018 18:44,11/14/2018 18:50,IP Address,98.240.189.125,100,380,TRUE,11/14/2018 18:50,R_1gBzmCoq88gAx1p,,,,,45.28250122,-93.41860199,anonymous,EN,Currently living in the United States of America,,31-40,Female,Bachelor's degree in college (4-year),"$150,000 or more",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.)",,Sometimes,"Reuters,Other",,Central,Democrat,,Fairly Often,Never,Fairly Often,Very Often,Very Often,Very Often,Sometimes,Sometimes,Very Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,,,,,,35,,,,,Treatment
11/14/2018 19:00,11/14/2018 19:03,IP Address,65.128.172.11,100,216,TRUE,11/14/2018 19:03,R_32JhalRwe35Hj8k,,,,,44.93840027,-93.2213974,anonymous,EN,Currently living in the United States of America,,21-30,Female,Master's degree,"$50,000 to $59,999",Daily,Radio broadcast,,,,Other,npr,Left leaning,Other,moderate,Sometimes,Almost Never,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Almost Never,Fairly Often,Almost Never,Almost Never,Very Often,Fairly Often,Sometimes,,,,,,25,,,,,Placebo
11/14/2018 19:37,11/14/2018 19:43,IP Address,72.50.202.188,100,365,TRUE,11/14/2018 19:43,R_6u5nM0gVS98PCBb,,,,,44.90260315,-93.28859711,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$50,000 to $59,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Reuters,,Left leaning,Democrat,,Sometimes,Almost Never,Sometimes,Fairly Often,Fairly Often,Very Often,Sometimes,Almost Never,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Almost Never,,,,,,45,,,,,Placebo
11/14/2018 19:49,11/14/2018 19:53,IP Address,24.72.232.12,100,244,TRUE,11/14/2018 19:53,R_1P7fH1qnDHcbi3u,,,,,29.77020264,-95.3628006,anonymous,EN,Currently living in the United States of America,,21-30,Female,Bachelor's degree in college (4-year),"$150,000 or more",Multiple times per day,Online Media,"Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,CNN,,Central,Republican,,Fairly Often,Sometimes,Very Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Very Often,Almost Never,Sometimes,Almost Never,Very Often,Almost Never,Very Often,,,,,,25,,,,,Placebo
11/14/2018 22:36,11/14/2018 22:48,IP Address,76.14.87.198,100,737,TRUE,11/14/2018 22:48,R_3qjMrVc5QLv5Css,,,,,37.65739441,-122.4235001,anonymous,EN,Currently living in the United States of America,,31-40,Female,Master's degree,"$150,000 or more",Multiple times per day,"Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN",,Left leaning,Democrat,,Fairly Often,Sometimes,Very Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Very Often,Sometimes,Sometimes,,,,,,35,,,,,Placebo
11/15/2018 4:13,11/15/2018 4:17,IP Address,32.209.58.153,100,229,TRUE,11/15/2018 4:17,R_cIQgbP36ptHEXe1,,,,,41.30470276,-73.12940216,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$150,000 or more",Multiple times per day,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN",,Left leaning,Democrat,,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,,,,,,45,,,,,Treatment
